"P(i,k)",Value
"Row(_1=5, _2=82)",8768788
"Row(_1=5, _2=83)",6274934
"Row(_1=5, _2=84)",15948181
"Row(_1=5, _2=85)",-5447329
"Row(_1=5, _2=86)",244379
"Row(_1=5, _2=87)",1796616
"Row(_1=5, _2=88)",1672922
"Row(_1=5, _2=89)",-6567350
"Row(_1=5, _2=90)",5157211
"Row(_1=5, _2=91)",2271759
"Row(_1=5, _2=92)",11832288
"Row(_1=5, _2=93)",4674474
"Row(_1=5, _2=94)",-1944393
"Row(_1=5, _2=95)",-9968746
"Row(_1=5, _2=96)",-1817833
"Row(_1=5, _2=97)",-4569860
"Row(_1=5, _2=98)",-6389215
"Row(_1=5, _2=99)",-5123749
"Row(_1=5, _2=100)",-11067079
"Row(_1=5, _2=101)",3290778
"Row(_1=5, _2=102)",-8982949
"Row(_1=5, _2=103)",13953156
"Row(_1=5, _2=104)",487168
"Row(_1=5, _2=105)",4643072
"Row(_1=5, _2=106)",5028691
"Row(_1=5, _2=107)",5571671
"Row(_1=5, _2=108)",5312039
"Row(_1=5, _2=109)",2425116
"Row(_1=5, _2=110)",-2626759
"Row(_1=5, _2=111)",-1762044
"Row(_1=5, _2=112)",-1940772
"Row(_1=5, _2=113)",4641519
"Row(_1=5, _2=114)",-191256
"Row(_1=5, _2=115)",8975618
"Row(_1=5, _2=116)",4628271
"Row(_1=5, _2=117)",-2885079
"Row(_1=5, _2=118)",1323700
"Row(_1=5, _2=119)",-4474883
"Row(_1=5, _2=120)",5853290
"Row(_1=5, _2=121)",-2294064
"Row(_1=5, _2=122)",-4283605
"Row(_1=5, _2=123)",5080087
"Row(_1=5, _2=124)",1876681
"Row(_1=5, _2=125)",3114029
"Row(_1=5, _2=126)",6448495
"Row(_1=5, _2=127)",-2357013
"Row(_1=6, _2=0)",2149391
"Row(_1=6, _2=1)",-1386075
"Row(_1=6, _2=2)",-214695
"Row(_1=6, _2=3)",-6604509
"Row(_1=6, _2=4)",1263407
"Row(_1=6, _2=5)",-6546465
"Row(_1=6, _2=6)",-6129309
"Row(_1=6, _2=7)",-2655965
"Row(_1=6, _2=8)",5768359
"Row(_1=6, _2=9)",-3154745
"Row(_1=6, _2=10)",-7471603
"Row(_1=6, _2=11)",-2551740
"Row(_1=6, _2=12)",4050926
"Row(_1=6, _2=13)",3856237
"Row(_1=6, _2=14)",-2427709
"Row(_1=6, _2=15)",8486468
"Row(_1=6, _2=16)",-8397131
"Row(_1=6, _2=17)",-2124880
"Row(_1=6, _2=18)",1566332
"Row(_1=6, _2=19)",-7889894
"Row(_1=6, _2=20)",1622390
"Row(_1=6, _2=21)",7198192
"Row(_1=6, _2=22)",-145289
"Row(_1=6, _2=23)",-5684154
"Row(_1=6, _2=24)",-9225653
"Row(_1=6, _2=25)",-4500893
"Row(_1=6, _2=26)",3070786
"Row(_1=6, _2=27)",-9669644
"Row(_1=6, _2=28)",7784800
"Row(_1=6, _2=29)",4902063
"Row(_1=6, _2=30)",2133220
"Row(_1=6, _2=31)",4456063
"Row(_1=6, _2=32)",5465599
"Row(_1=6, _2=33)",4509846
"Row(_1=6, _2=34)",-3341247
"Row(_1=6, _2=35)",490511
"Row(_1=6, _2=36)",4767939
"Row(_1=6, _2=37)",4349103
"Row(_1=6, _2=38)",-3764230
"Row(_1=6, _2=39)",331960
"Row(_1=6, _2=40)",5183554
"Row(_1=6, _2=41)",3522338
"Row(_1=6, _2=42)",5737362
"Row(_1=6, _2=43)",58815
"Row(_1=6, _2=44)",-4908748
"Row(_1=6, _2=45)",10506778
"Row(_1=6, _2=46)",3562933
"Row(_1=6, _2=47)",2937366
"Row(_1=6, _2=48)",120081
"Row(_1=6, _2=49)",-5196395
"Row(_1=6, _2=50)",-6903301
"Row(_1=6, _2=51)",-6610447
"Row(_1=6, _2=52)",1572682
"Row(_1=6, _2=53)",-471545
"Row(_1=6, _2=54)",-70475
"Row(_1=6, _2=55)",-1149343
"Row(_1=6, _2=56)",-4430132
"Row(_1=6, _2=57)",6517824
"Row(_1=6, _2=58)",8109244
"Row(_1=6, _2=59)",-5406954
"Row(_1=6, _2=60)",-12724361
"Row(_1=6, _2=61)",-8351378
"Row(_1=6, _2=62)",5672623
"Row(_1=6, _2=63)",2746987
"Row(_1=6, _2=64)",6940398
"Row(_1=6, _2=65)",-2087221
"Row(_1=6, _2=66)",9431856
"Row(_1=6, _2=67)",4273111
"Row(_1=6, _2=68)",-1563966
"Row(_1=6, _2=69)",5301381
"Row(_1=6, _2=70)",-1366188
"Row(_1=6, _2=71)",3631468
"Row(_1=6, _2=72)",-9021549
"Row(_1=6, _2=73)",1071864
"Row(_1=6, _2=74)",-1676557
"Row(_1=6, _2=75)",-349466
"Row(_1=6, _2=76)",10634497
"Row(_1=6, _2=77)",-3005452
"Row(_1=6, _2=78)",4849652
"Row(_1=6, _2=79)",7664669
"Row(_1=6, _2=80)",1213709
"Row(_1=6, _2=81)",7432592
"Row(_1=6, _2=82)",1934695
"Row(_1=6, _2=83)",-2789463
"Row(_1=6, _2=84)",-10376218
"Row(_1=6, _2=85)",9153393
"Row(_1=6, _2=86)",-64783
"Row(_1=6, _2=87)",-149207
"Row(_1=6, _2=88)",-1633014
"Row(_1=6, _2=89)",-5991615
"Row(_1=6, _2=90)",3187470
"Row(_1=6, _2=91)",-3952680
"Row(_1=6, _2=92)",2094025
"Row(_1=6, _2=93)",-10232144
"Row(_1=6, _2=94)",-919587
"Row(_1=6, _2=95)",4665707
"Row(_1=6, _2=96)",6822721
"Row(_1=6, _2=97)",-1744976
"Row(_1=6, _2=98)",3235244
"Row(_1=6, _2=99)",1208438
"Row(_1=6, _2=100)",10814862
"Row(_1=6, _2=101)",13179170
"Row(_1=6, _2=102)",9312634
"Row(_1=6, _2=103)",-4104943
"Row(_1=6, _2=104)",-356297
"Row(_1=6, _2=105)",-1429076
"Row(_1=6, _2=106)",-284276
"Row(_1=6, _2=107)",-3380058
"Row(_1=6, _2=108)",-940906
"Row(_1=6, _2=109)",8273662
"Row(_1=6, _2=110)",-719490
"Row(_1=6, _2=111)",8816177
"Row(_1=6, _2=112)",-7904253
"Row(_1=6, _2=113)",-2299719
"Row(_1=6, _2=114)",-3347549
"Row(_1=6, _2=115)",10307293
"Row(_1=6, _2=116)",8645293
"Row(_1=6, _2=117)",-2283468
"Row(_1=6, _2=118)",-5582313
"Row(_1=6, _2=119)",-3610632
"Row(_1=6, _2=120)",-2256763
"Row(_1=6, _2=121)",792365
"Row(_1=6, _2=122)",861565
"Row(_1=6, _2=123)",-3009003
"Row(_1=6, _2=124)",3561857
"Row(_1=6, _2=125)",1946898
"Row(_1=6, _2=126)",5339531
"Row(_1=6, _2=127)",3428871
"Row(_1=7, _2=0)",-2074975
"Row(_1=7, _2=1)",-219874
"Row(_1=7, _2=2)",-1338101
"Row(_1=7, _2=3)",1715851
"Row(_1=7, _2=4)",508743
"Row(_1=7, _2=5)",4133291
"Row(_1=7, _2=6)",6316322
"Row(_1=7, _2=7)",-84121
"Row(_1=7, _2=8)",5610919
"Row(_1=7, _2=9)",1077418
"Row(_1=7, _2=10)",-8327558
"Row(_1=7, _2=11)",-3881832
"Row(_1=7, _2=12)",5556143
"Row(_1=7, _2=13)",8830063
"Row(_1=7, _2=14)",-6105633
"Row(_1=7, _2=15)",-8990592
"Row(_1=7, _2=16)",8744766
"Row(_1=7, _2=17)",7431586
"Row(_1=7, _2=18)",-1888310
"Row(_1=7, _2=19)",5468168
"Row(_1=7, _2=20)",861216
"Row(_1=7, _2=21)",6914133
"Row(_1=7, _2=22)",-7935125
"Row(_1=7, _2=23)",399135
"Row(_1=7, _2=24)",-977170
"Row(_1=7, _2=25)",-2955238
"Row(_1=7, _2=26)",-3032815
"Row(_1=7, _2=27)",6303960
"Row(_1=7, _2=28)",4250390
"Row(_1=7, _2=29)",1746108
"Row(_1=7, _2=30)",3329152
"Row(_1=7, _2=31)",-13771195
"Row(_1=7, _2=32)",-17253540
"Row(_1=7, _2=33)",-4803479
"Row(_1=7, _2=34)",-2513882
"Row(_1=7, _2=35)",-4615826
"Row(_1=7, _2=36)",-2436460
"Row(_1=7, _2=37)",788620
"Row(_1=7, _2=38)",5347576
"Row(_1=7, _2=39)",-2257806
"Row(_1=7, _2=40)",5508669
"Row(_1=7, _2=41)",6247176
"Row(_1=7, _2=42)",9557386
"Row(_1=7, _2=43)",700722
"Row(_1=7, _2=44)",-1132651
"Row(_1=7, _2=45)",-5547542
"Row(_1=7, _2=46)",4158935
"Row(_1=7, _2=47)",-4977208
"Row(_1=7, _2=48)",5532293
"Row(_1=7, _2=49)",-4816599
"Row(_1=7, _2=50)",-1437283
"Row(_1=7, _2=51)",-5937960
"Row(_1=7, _2=52)",7304937
"Row(_1=7, _2=53)",-11001401
"Row(_1=7, _2=54)",1094869
"Row(_1=7, _2=55)",-639346
"Row(_1=7, _2=56)",4543532
"Row(_1=7, _2=57)",5700534
"Row(_1=7, _2=58)",2014071
"Row(_1=7, _2=59)",2600993
"Row(_1=7, _2=60)",-2146954
"Row(_1=7, _2=61)",-6023180
"Row(_1=7, _2=62)",1645425
"Row(_1=7, _2=63)",9291473
"Row(_1=7, _2=64)",3150830
"Row(_1=7, _2=65)",-2394722
"Row(_1=7, _2=66)",-9036173
"Row(_1=7, _2=67)",5677124
"Row(_1=7, _2=68)",-5532779
"Row(_1=7, _2=69)",12477848
"Row(_1=7, _2=70)",-4077326
"Row(_1=7, _2=71)",6865584
"Row(_1=7, _2=72)",-10153825
"Row(_1=7, _2=73)",-6057008
"Row(_1=7, _2=74)",-8547988
"Row(_1=7, _2=75)",5165676
"Row(_1=7, _2=76)",6808376
"Row(_1=7, _2=77)",-1454161
"Row(_1=7, _2=78)",5570612
"Row(_1=7, _2=79)",-8261488
"Row(_1=7, _2=80)",-1993640
"Row(_1=7, _2=81)",4569120
"Row(_1=7, _2=82)",-5779970
"Row(_1=7, _2=83)",-6684757
"Row(_1=7, _2=84)",1820990
"Row(_1=7, _2=85)",4836099
"Row(_1=7, _2=86)",-332815
"Row(_1=7, _2=87)",-604964
"Row(_1=7, _2=88)",1614515
"Row(_1=7, _2=89)",4554837
"Row(_1=7, _2=90)",-6661218
"Row(_1=7, _2=91)",-10622003
"Row(_1=7, _2=92)",-10314074
"Row(_1=7, _2=93)",3748147
"Row(_1=7, _2=94)",91343
"Row(_1=7, _2=95)",11313986
"Row(_1=7, _2=96)",-6229577
"Row(_1=7, _2=97)",6558747
"Row(_1=7, _2=98)",-11843847
"Row(_1=7, _2=99)",457718
"Row(_1=7, _2=100)",10486062
"Row(_1=7, _2=101)",2113514
"Row(_1=7, _2=102)",779028
"Row(_1=7, _2=103)",904495
"Row(_1=7, _2=104)",8219929
"Row(_1=7, _2=105)",3937596
"Row(_1=7, _2=106)",-2609371
"Row(_1=7, _2=107)",-8027154
"Row(_1=7, _2=108)",-1359019
"Row(_1=7, _2=109)",-722740
"Row(_1=7, _2=110)",9567945
"Row(_1=7, _2=111)",6872555
"Row(_1=7, _2=112)",-136516
"Row(_1=7, _2=113)",-6356199
"Row(_1=7, _2=114)",-4260961
"Row(_1=7, _2=115)",1955855
"Row(_1=7, _2=116)",-5436837
"Row(_1=7, _2=117)",-7570544
"Row(_1=7, _2=118)",5802882
"Row(_1=7, _2=119)",-2860248
"Row(_1=7, _2=120)",-6184744
"Row(_1=7, _2=121)",1432492
"Row(_1=7, _2=122)",8434219
"Row(_1=7, _2=123)",-4097270
"Row(_1=7, _2=124)",6067116
"Row(_1=7, _2=125)",797789
"Row(_1=7, _2=126)",2018086
"Row(_1=7, _2=127)",-6528994
"Row(_1=8, _2=0)",-910009
"Row(_1=8, _2=1)",-7434651
"Row(_1=8, _2=2)",420119
"Row(_1=8, _2=3)",-10438150
"Row(_1=8, _2=4)",3163111
"Row(_1=8, _2=5)",797836
"Row(_1=8, _2=6)",-4693927
"Row(_1=8, _2=7)",2510184
"Row(_1=8, _2=8)",374041
"Row(_1=8, _2=9)",-1754349
"Row(_1=8, _2=10)",-7400953
"Row(_1=8, _2=11)",4104262
"Row(_1=8, _2=12)",-124680
"Row(_1=8, _2=13)",-3600545
"Row(_1=8, _2=14)",-6469033
"Row(_1=8, _2=15)",1426271
"Row(_1=8, _2=16)",1118480
"Row(_1=8, _2=17)",-1720120
"Row(_1=8, _2=18)",5345373
"Row(_1=8, _2=19)",1010075
"Row(_1=8, _2=20)",7038343
"Row(_1=8, _2=21)",-7103979
"Row(_1=8, _2=22)",1413254
"Row(_1=8, _2=23)",-1388381
"Row(_1=8, _2=24)",1758133
"Row(_1=8, _2=25)",1561565
"Row(_1=8, _2=26)",-10796016
"Row(_1=8, _2=27)",-2909714
"Row(_1=8, _2=28)",4150031
"Row(_1=8, _2=29)",333886
"Row(_1=8, _2=30)",-243329
"Row(_1=8, _2=31)",479413
"Row(_1=8, _2=32)",-1791943
"Row(_1=8, _2=33)",-4704679
"Row(_1=8, _2=34)",-8381538
"Row(_1=8, _2=35)",1296504
"Row(_1=8, _2=36)",11050476
"Row(_1=8, _2=37)",-4561200
"Row(_1=8, _2=38)",4972019
"Row(_1=8, _2=39)",3341332
"Row(_1=8, _2=40)",-11887161
"Row(_1=8, _2=41)",2165370
"Row(_1=8, _2=42)",-2099939
"Row(_1=8, _2=43)",4146465
"Row(_1=8, _2=44)",1519264
"Row(_1=8, _2=45)",-13229735
"Row(_1=8, _2=46)",1758555
"Row(_1=8, _2=47)",-7476390
"Row(_1=8, _2=48)",817953
"Row(_1=8, _2=49)",-3185559
"Row(_1=8, _2=50)",5077115
"Row(_1=8, _2=51)",2499052
"Row(_1=8, _2=52)",-4795595
"Row(_1=8, _2=53)",-10760191
"Row(_1=8, _2=54)",-14307405
"Row(_1=8, _2=55)",10893033
"Row(_1=8, _2=56)",1223194
"Row(_1=8, _2=57)",-7681622
"Row(_1=8, _2=58)",3215234
"Row(_1=8, _2=59)",1262254
"Row(_1=8, _2=60)",10577969
"Row(_1=8, _2=61)",4325306
"Row(_1=8, _2=62)",-1439230
"Row(_1=8, _2=63)",10916710
"Row(_1=8, _2=64)",5330685
"Row(_1=8, _2=65)",1695450
"Row(_1=8, _2=66)",-2406661
"Row(_1=8, _2=67)",1933951
"Row(_1=8, _2=68)",467926
"Row(_1=8, _2=69)",7202999
"Row(_1=8, _2=70)",1716351
"Row(_1=8, _2=71)",-140908
"Row(_1=8, _2=72)",1420547
"Row(_1=8, _2=73)",-3007122
"Row(_1=8, _2=74)",-8465764
"Row(_1=8, _2=75)",8176786
"Row(_1=8, _2=76)",-9034117
"Row(_1=8, _2=77)",2993123
"Row(_1=8, _2=78)",225758
"Row(_1=8, _2=79)",-1649149
"Row(_1=8, _2=80)",6940320
"Row(_1=8, _2=81)",2786872
"Row(_1=8, _2=82)",-5761649
"Row(_1=8, _2=83)",-2626434
"Row(_1=8, _2=84)",3704934
"Row(_1=8, _2=85)",3122978
"Row(_1=8, _2=86)",14637473
"Row(_1=8, _2=87)",3295991
"Row(_1=8, _2=88)",-5814297
"Row(_1=8, _2=89)",-6518014
"Row(_1=8, _2=90)",-243038
"Row(_1=8, _2=91)",3096717
"Row(_1=8, _2=92)",5315792
"Row(_1=8, _2=93)",2775705
"Row(_1=8, _2=94)",-8146932
"Row(_1=8, _2=95)",6235608
"Row(_1=8, _2=96)",3081737
"Row(_1=8, _2=97)",4164067
"Row(_1=8, _2=98)",-5805620
"Row(_1=8, _2=99)",-5242147
"Row(_1=8, _2=100)",-5478798
"Row(_1=8, _2=101)",-4458203
"Row(_1=8, _2=102)",-6632371
"Row(_1=8, _2=103)",-1887137
"Row(_1=8, _2=104)",-3187372
"Row(_1=8, _2=105)",2944015
"Row(_1=8, _2=106)",-1216605
"Row(_1=8, _2=107)",-8212944
"Row(_1=8, _2=108)",2379992
"Row(_1=8, _2=109)",1060935
"Row(_1=8, _2=110)",-7091738
"Row(_1=8, _2=111)",1117497
"Row(_1=8, _2=112)",-5840687
"Row(_1=8, _2=113)",3293788
"Row(_1=8, _2=114)",28701
"Row(_1=8, _2=115)",3573320
"Row(_1=8, _2=116)",247457
"Row(_1=8, _2=117)",367256
"Row(_1=8, _2=118)",-3181488
"Row(_1=8, _2=119)",6244773
"Row(_1=8, _2=120)",-339313
"Row(_1=8, _2=121)",11011244
"Row(_1=8, _2=122)",749865
"Row(_1=8, _2=123)",9307484
"Row(_1=8, _2=124)",4615007
"Row(_1=8, _2=125)",-4470457
"Row(_1=8, _2=126)",9510260
"Row(_1=8, _2=127)",9481311
"Row(_1=9, _2=0)",-243729
"Row(_1=9, _2=1)",1435533
"Row(_1=9, _2=2)",5108517
"Row(_1=9, _2=3)",6108026
"Row(_1=9, _2=4)",10449528
"Row(_1=9, _2=5)",3279291
"Row(_1=9, _2=6)",5611922
"Row(_1=9, _2=7)",9460946
"Row(_1=9, _2=8)",-1008145
"Row(_1=9, _2=9)",-1517167
"Row(_1=9, _2=10)",-7940264
"Row(_1=9, _2=11)",-5917293
"Row(_1=9, _2=12)",-4360604
"Row(_1=9, _2=13)",-3240
"Row(_1=9, _2=14)",-3380824
"Row(_1=9, _2=15)",1310583
"Row(_1=9, _2=16)",-4374839
"Row(_1=9, _2=17)",-2654737
"Row(_1=9, _2=18)",6535128
"Row(_1=9, _2=19)",1398303
"Row(_1=9, _2=20)",2732026
"Row(_1=9, _2=21)",5624692
"Row(_1=9, _2=22)",6201084
"Row(_1=9, _2=23)",-4977576
"Row(_1=9, _2=24)",-136974
"Row(_1=9, _2=25)",-3104416
"Row(_1=9, _2=26)",-5345253
"Row(_1=9, _2=27)",-2734758
"Row(_1=9, _2=28)",3908109
"Row(_1=9, _2=29)",3191831
"Row(_1=9, _2=30)",-4978672
"Row(_1=9, _2=31)",1965423
"Row(_1=9, _2=32)",2911044
"Row(_1=9, _2=33)",-1227099
"Row(_1=9, _2=34)",6120402
"Row(_1=9, _2=35)",2203294
"Row(_1=9, _2=36)",4711972
"Row(_1=9, _2=37)",12835915
"Row(_1=9, _2=38)",3923502
"Row(_1=9, _2=39)",-7078045
"Row(_1=9, _2=40)",-9471328
"Row(_1=9, _2=41)",-6239516
"Row(_1=9, _2=42)",9414415
"Row(_1=9, _2=43)",444165
"Row(_1=9, _2=44)",8490487
"Row(_1=9, _2=45)",6673685
"Row(_1=9, _2=46)",5871175
"Row(_1=9, _2=47)",3792799
"Row(_1=9, _2=48)",675564
"Row(_1=9, _2=49)",-6508607
"Row(_1=9, _2=50)",1561464
"Row(_1=9, _2=51)",-6532969
"Row(_1=9, _2=52)",6073016
"Row(_1=9, _2=53)",-3126323
"Row(_1=9, _2=54)",-4071333
"Row(_1=9, _2=55)",-5757959
"Row(_1=9, _2=56)",1415935
"Row(_1=9, _2=57)",-6362769
"Row(_1=9, _2=58)",-6455205
"Row(_1=9, _2=59)",-6357129
"Row(_1=9, _2=60)",-1159619
"Row(_1=9, _2=61)",-7276690
"Row(_1=9, _2=62)",6239571
"Row(_1=9, _2=63)",6004886
"Row(_1=9, _2=64)",3454492
"Row(_1=9, _2=65)",2862737
"Row(_1=9, _2=66)",2040620
"Row(_1=9, _2=67)",-9958348
"Row(_1=9, _2=68)",4824129
"Row(_1=9, _2=69)",6965865
"Row(_1=9, _2=70)",1230993
"Row(_1=9, _2=71)",-445609
"Row(_1=9, _2=72)",-733785
"Row(_1=9, _2=73)",2643234
"Row(_1=9, _2=74)",-852751
"Row(_1=9, _2=75)",3458654
"Row(_1=9, _2=76)",-1697011
"Row(_1=9, _2=77)",-852792
"Row(_1=9, _2=78)",-3007698
"Row(_1=9, _2=79)",597762
"Row(_1=9, _2=80)",-5739911
"Row(_1=9, _2=81)",-8162305
"Row(_1=9, _2=82)",4238196
"Row(_1=9, _2=83)",2319343
"Row(_1=9, _2=84)",-886801
"Row(_1=9, _2=85)",-5461205
"Row(_1=9, _2=86)",7641163
"Row(_1=9, _2=87)",1510298
"Row(_1=9, _2=88)",619285
"Row(_1=9, _2=89)",-2352775
"Row(_1=9, _2=90)",6083797
"Row(_1=9, _2=91)",204082
"Row(_1=9, _2=92)",-4948736
"Row(_1=9, _2=93)",5094082
"Row(_1=9, _2=94)",-2289241
"Row(_1=9, _2=95)",4244831
"Row(_1=9, _2=96)",626129
"Row(_1=9, _2=97)",996928
"Row(_1=9, _2=98)",-6883327
"Row(_1=9, _2=99)",1273438
"Row(_1=9, _2=100)",576132
"Row(_1=9, _2=101)",-3122252
"Row(_1=9, _2=102)",1908929
"Row(_1=9, _2=103)",42524
"Row(_1=9, _2=104)",-8515897
"Row(_1=9, _2=105)",-1117402
"Row(_1=9, _2=106)",5484480
"Row(_1=9, _2=107)",2209027
"Row(_1=9, _2=108)",25045
"Row(_1=9, _2=109)",-7684894
"Row(_1=9, _2=110)",-3590032
"Row(_1=9, _2=111)",-7477385
"Row(_1=9, _2=112)",370450
"Row(_1=9, _2=113)",-1851074
"Row(_1=9, _2=114)",-3480045
"Row(_1=9, _2=115)",947459
"Row(_1=9, _2=116)",2596135
"Row(_1=9, _2=117)",2758239
"Row(_1=9, _2=118)",-8110442
"Row(_1=9, _2=119)",7010228
"Row(_1=9, _2=120)",-4041669
"Row(_1=9, _2=121)",-10260650
"Row(_1=9, _2=122)",4618725
"Row(_1=9, _2=123)",13071211
"Row(_1=9, _2=124)",6091402
"Row(_1=9, _2=125)",-6982272
"Row(_1=9, _2=126)",-2949754
"Row(_1=9, _2=127)",1210649
"Row(_1=10, _2=0)",5420871
"Row(_1=10, _2=1)",-741346
"Row(_1=10, _2=2)",-2479689
"Row(_1=10, _2=3)",-2331447
"Row(_1=10, _2=4)",-8102558
"Row(_1=10, _2=5)",3117324
"Row(_1=10, _2=6)",-8712840
"Row(_1=10, _2=7)",-7621415
"Row(_1=10, _2=8)",-1362194
"Row(_1=10, _2=9)",-11383838
"Row(_1=10, _2=10)",-684872
"Row(_1=10, _2=11)",3756098
"Row(_1=10, _2=12)",3908527
"Row(_1=10, _2=13)",-16283316
"Row(_1=10, _2=14)",-4363405
"Row(_1=10, _2=15)",-4624530
"Row(_1=10, _2=16)",-9148214
"Row(_1=10, _2=17)",-3500747
"Row(_1=10, _2=18)",-11820222
"Row(_1=10, _2=19)",-11073521
"Row(_1=10, _2=20)",1426968
"Row(_1=10, _2=21)",-1920545
"Row(_1=10, _2=22)",-773427
"Row(_1=10, _2=23)",-145678
"Row(_1=10, _2=24)",-5439133
"Row(_1=10, _2=25)",-10133141
"Row(_1=10, _2=26)",-843593
"Row(_1=10, _2=27)",-3935732
"Row(_1=10, _2=28)",-3313534
"Row(_1=10, _2=29)",-7644679
"Row(_1=10, _2=30)",-914890
"Row(_1=10, _2=31)",863637
"Row(_1=10, _2=32)",-1202582
"Row(_1=10, _2=33)",-8158341
"Row(_1=10, _2=34)",-7908548
"Row(_1=10, _2=35)",-2330882
"Row(_1=10, _2=36)",1651519
"Row(_1=10, _2=37)",2521688
"Row(_1=10, _2=38)",3591635
"Row(_1=10, _2=39)",-2984288
"Row(_1=10, _2=40)",2486174
"Row(_1=10, _2=41)",1623132
"Row(_1=10, _2=42)",4499544
"Row(_1=10, _2=43)",9032752
"Row(_1=10, _2=44)",-15274997
"Row(_1=10, _2=45)",7889280
"Row(_1=10, _2=46)",2088211
"Row(_1=10, _2=47)",1071858
"Row(_1=10, _2=48)",7262067
"Row(_1=10, _2=49)",-1418282
"Row(_1=10, _2=50)",-8603489
"Row(_1=10, _2=51)",433019
"Row(_1=10, _2=52)",664577
"Row(_1=10, _2=53)",11807490
"Row(_1=10, _2=54)",1830849
"Row(_1=10, _2=55)",-1747076
"Row(_1=10, _2=56)",-5975777
"Row(_1=10, _2=57)",6023666
"Row(_1=10, _2=58)",-2245088
"Row(_1=10, _2=59)",-2153053
"Row(_1=10, _2=60)",3430989
"Row(_1=10, _2=61)",-3296550
"Row(_1=10, _2=62)",-2750715
"Row(_1=10, _2=63)",2329489
"Row(_1=10, _2=64)",-3653749
"Row(_1=10, _2=65)",374176
"Row(_1=10, _2=66)",-6121157
"Row(_1=10, _2=67)",3735460
"Row(_1=10, _2=68)",1322262
"Row(_1=10, _2=69)",351173
"Row(_1=10, _2=70)",5845115
"Row(_1=10, _2=71)",8426491
"Row(_1=10, _2=72)",-6537011
"Row(_1=10, _2=73)",-5026026
"Row(_1=10, _2=74)",7250687
"Row(_1=10, _2=75)",-5686566
"Row(_1=10, _2=76)",-8244029
"Row(_1=10, _2=77)",4767718
"Row(_1=10, _2=78)",7862396
"Row(_1=10, _2=79)",16155601
"Row(_1=10, _2=80)",-2441453
"Row(_1=10, _2=81)",5854952
"Row(_1=10, _2=82)",-3266281
"Row(_1=10, _2=83)",1354166
"Row(_1=10, _2=84)",-5847235
"Row(_1=10, _2=85)",-3406703
"Row(_1=10, _2=86)",-10227339
"Row(_1=10, _2=87)",5484662
"Row(_1=10, _2=88)",6850550
"Row(_1=10, _2=89)",4159885
"Row(_1=10, _2=90)",6989540
"Row(_1=10, _2=91)",-6741480
"Row(_1=10, _2=92)",11532530
"Row(_1=10, _2=93)",13775648
"Row(_1=10, _2=94)",-5666012
"Row(_1=10, _2=95)",3023654
"Row(_1=10, _2=96)",2767553
"Row(_1=10, _2=97)",-6009760
"Row(_1=10, _2=98)",1149356
"Row(_1=10, _2=99)",9033312
"Row(_1=10, _2=100)",-2680317
"Row(_1=10, _2=101)",2595498
"Row(_1=10, _2=102)",549590
"Row(_1=10, _2=103)",-1561721
"Row(_1=10, _2=104)",-4269267
"Row(_1=10, _2=105)",-10976594
"Row(_1=10, _2=106)",159725
"Row(_1=10, _2=107)",2940902
"Row(_1=10, _2=108)",-2814963
"Row(_1=10, _2=109)",2667729
"Row(_1=10, _2=110)",459409
"Row(_1=10, _2=111)",11383171
"Row(_1=10, _2=112)",-6331214
"Row(_1=10, _2=113)",-3946621
"Row(_1=10, _2=114)",6708141
"Row(_1=10, _2=115)",-9422492
"Row(_1=10, _2=116)",-1193273
"Row(_1=10, _2=117)",4437206
"Row(_1=10, _2=118)",-935101
"Row(_1=10, _2=119)",-7082773
"Row(_1=10, _2=120)",-1127833
"Row(_1=10, _2=121)",5074609
"Row(_1=10, _2=122)",5032566
"Row(_1=10, _2=123)",-298977
"Row(_1=10, _2=124)",-12071712
"Row(_1=10, _2=125)",2702535
"Row(_1=10, _2=126)",-902936
"Row(_1=10, _2=127)",-6672692
"Row(_1=11, _2=0)",3334964
"Row(_1=11, _2=1)",1415585
"Row(_1=11, _2=2)",-10503355
"Row(_1=11, _2=3)",7072729
"Row(_1=11, _2=4)",-6147286
"Row(_1=11, _2=5)",12810470
"Row(_1=11, _2=6)",-2233023
"Row(_1=11, _2=7)",2357333
"Row(_1=11, _2=8)",-4649564
"Row(_1=11, _2=9)",-5121505
"Row(_1=11, _2=10)",756013
"Row(_1=11, _2=11)",-9845674
"Row(_1=11, _2=12)",-2067465
"Row(_1=11, _2=13)",1101534
"Row(_1=11, _2=14)",-1226206
"Row(_1=11, _2=15)",-5117776
"Row(_1=11, _2=16)",-682976
"Row(_1=11, _2=17)",-4707906
"Row(_1=11, _2=18)",9335751
"Row(_1=11, _2=19)",1463248
"Row(_1=11, _2=20)",4901195
"Row(_1=11, _2=21)",2884556
"Row(_1=11, _2=22)",-7826378
"Row(_1=11, _2=23)",883250
"Row(_1=11, _2=24)",165994
"Row(_1=11, _2=25)",-5489946
"Row(_1=11, _2=26)",8619788
"Row(_1=11, _2=27)",-3818268
"Row(_1=11, _2=28)",-1210357
"Row(_1=11, _2=29)",3303679
"Row(_1=11, _2=30)",-4684840
"Row(_1=11, _2=31)",-9163102
"Row(_1=11, _2=32)",8628687
"Row(_1=11, _2=33)",14256919
"Row(_1=11, _2=34)",3290624
"Row(_1=11, _2=35)",3810981
"Row(_1=11, _2=36)",-5025336
